Class ID,Preferred Label,Synonyms,Definitions
RID42911,distal metaphysis of distal phalanx of left ring finger,,
RID42912,distal metaphysis of phalanx of little finger,,
RID42913,distal metaphysis of proximal phalanx of little finger,,
RID42914,distal metaphysis of proximal phalanx of right little finger,,
RID42915,distal metaphysis of proximal phalanx of left little finger,,
RID42916,distal metaphysis of middle phalanx of little finger,,
RID42917,distal metaphysis of middle phalanx of right little finger,,
RID42918,distal metaphysis of middle phalanx of left little finger,,
RID42919,distal metaphysis of distal phalanx of little finger,,
RID42920,distal metaphysis of distal phalanx of right little finger,,
RID42921,distal metaphysis of distal phalanx of left little finger,,
RID42922,distal metaphysis of metatarsal bone,,
RID42923,distal metaphysis of first metatarsal bone,,
RID42924,distal metaphysis of right first metatarsal bone,,
RID42925,distal metaphysis of left first metatarsal bone,,
RID42926,distal metaphysis of second metatarsal bone,,
RID42927,distal metaphysis of right second metatarsal bone,,
RID42928,distal metaphysis of left second metatarsal bone,,
RID42929,distal metaphysis of third metatarsal bone,,
RID42930,distal metaphysis of right third metatarsal bone,,
RID42931,distal metaphysis of left third metatarsal bone,,
RID42932,distal metaphysis of fourth metatarsal bone,,
RID42933,distal metaphysis of right fourth metatarsal bone,,
RID42934,distal metaphysis of left fourth metatarsal bone,,
RID42935,distal metaphysis of fifth metatarsal bone,,
RID42936,distal metaphysis of right fifth metatarsal bone,,
RID42937,distal metaphysis of left fifth metatarsal bone,,
RID42938,metaphysis of humerus,,
RID42939,metaphysis of radius,,
RID42940,metaphysis of right radius,,
RID42941,metaphysis of left radius,,
RID42942,metaphysis of ulna,,
RID42943,metaphysis of right ulna,,
RID42944,metaphysis of left ulna,,
RID42945,metaphysis of femur,,
RID42946,metaphysis of right femur,,
RID42947,metaphysis of left femur,,
RID42948,metaphysis of fibula,,
RID42949,metaphysis of right fibula,,
RID42950,metaphysis of left fibula,,
RID42951,proximal metaphysis of fibula,,
RID42952,proximal metaphysis of right fibula,,
RID42953,proximal metaphysis of left fibula,,
RID42954,distal metaphysis of fibula,,
RID42955,distal metaphysis of right fibula,,
RID42956,distal metaphysis of left fibula,,
RID42957,metaphysis of tibia,,
RID42958,metaphysis of right tibia,,
RID42959,metaphysis of left tibia,,
RID42960,proximal metaphysis of tibia,,
RID42961,proximal metaphysis of right tibia,,
RID42962,proximal metaphysis of left tibia,,
RID42963,distal metaphysis of tibia,,
RID42964,distal metaphysis of right tibia,,
RID42965,distal metaphysis of left tibia,,
RID42966,metaphysis of metacarpal bone,,
RID42967,metaphysis of first metacarpal bone,,
RID42968,metaphysis of right first metacarpal bone,,
RID42969,metaphysis of left first metacarpal bone,,
RID42970,metaphysis of second metacarpal bone,,
RID42971,metaphysis of right second metacarpal bone,,
RID42972,metaphysis of left second metacarpal bone,,
RID42973,metaphysis of third metacarpal bone,,
RID42974,metaphysis of right third metacarpal bone,,
RID42975,metaphysis of left third metacarpal bone,,
RID42976,metaphysis of fourth metacarpal bone,,
RID42977,metaphysis of right fourth metacarpal bone,,
RID42978,metaphysis of left fourth metacarpal bone,,
RID42979,metaphysis of fifth metacarpal bone,,
RID42980,metaphysis of right fifth metacarpal bone,,
RID42981,metaphysis of left fifth metacarpal bone,,
RID42982,metaphysis of metatarsal bone,,
RID42983,metaphysis of first metatarsal bone,,
RID42984,metaphysis of right first metatarsal bone,,
RID42985,metaphysis of left first metatarsal bone,,
RID42986,metaphysis of second metatarsal bone,,
RID42987,metaphysis of right second metatarsal bone,,
RID42988,metaphysis of left second metatarsal bone,,
RID42989,metaphysis of third metatarsal bone,,
RID42990,metaphysis of right third metatarsal bone,,
RID42991,metaphysis of left third metatarsal bone,,
RID42992,metaphysis of fourth metatarsal bone,,
RID42993,metaphysis of right fourth metatarsal bone,,
RID42994,metaphysis of left fourth metatarsal bone,,
RID42995,metaphysis of fifth metatarsal bone,,
RID42996,metaphysis of right fifth metatarsal bone,,
RID42997,metaphysis of left fifth metatarsal bone,,
RID43018,right radius,,
RID43019,left radius,,
RID44489,medial zone of scapula,,
RID44490,medial zone of right scapula,,
RID44491,medial zone of left scapula,,
RID44492,medial zone of superior part of body of scapula,,
RID44493,medial zone of superior part of body of right scapula,,
RID44494,medial zone of superior part of body of left scapula,,
RID44495,medial zone of inferior part of body of scapula,,
RID44496,medial zone of inferior part of body of right scapula,,
RID44497,medial zone of inferior part of body of left scapula,,
RID44498,medial angle of right scapula,,
RID44499,medial angle of left scapula,,
RID44500,anterior zone of medial angle of scapula,,
RID44501,anterior zone of medial angle of right scapula,,
RID44502,anterior zone of medial angle of left scapula,,
RID44503,posterior zone of medial angle of scapula,,
RID44504,posterior zone of medial angle of right scapula,,
RID44505,posterior zone of medial angle of left scapula,,
RID45631,medial angle of scapula,,
RID45766,closed epiphysis,,
RID45767,open epiphysis,,
RID46303,zone of diaphysis proper of femur,,
RID46660,anterior region of medial condyle of tibia,,
RID46661,anterior region of medial condyle of right tibia,,
RID46662,anterior region of medial condyle of left tibia,,
RID46663,posterior region of medial condyle of tibia,,
RID46664,posterior region of medial condyle of right tibia,,
RID46665,posterior region of medial condyle of left tibia,,
RID46666,area of insertion of tibial collateral ligament,,
RID46667,area of insertion of right tibial collateral ligament,,
RID46668,area of insertion of left tibial collateral ligament,,
RID46669,area of insertion of semimembranosus,,
RID46670,area of insertion of right semimembranosus,,
RID46671,area of insertion of left semimembranosus,,
RID46672,medial region of medial condyle of tibia,,
RID46673,medial region of medial condyle of right tibia,,
RID46674,medial region of medial condyle of left tibia,,
RID48138,zone of cartilage organ,,
RID48139,zone of lateral meniscus,,
RID48266,zone of tibia,,
RID48267,intercondylar part of right tibia,,
RID48268,intercondylar part of left tibia,,
RID48269,zone of intercondylar part of tibia,,
RID48270,intercondylar eminence of right tibia,,
RID48271,intercondylar eminence of left tibia,,
RID48272,zone of anterior intercondylar part of tibia,,
RID48273,area of attachment for anterior horn of medial meniscus,,
RID48274,area of attachment for anterior horn of right medial meniscus,,
RID48275,area of attachment for anterior horn of left medial meniscus,,
RID48276,lateral region of anterior intercondylar part of tibia,,
RID48277,lateral region of anterior intercondylar part of right tibia,,
RID48278,lateral region of anterior intercondylar part of left tibia,,
RID48279,area of insertion of anterior cruciate ligament,,
RID48280,area of insertion of right anterior cruciate ligament,,
RID48281,area of insertion of left anterior cruciate ligament,,
RID48282,zone of intercondylar eminence of tibia,,
RID48283,central region of intercondylar eminence of tibia,,
RID48284,central region of intercondylar eminence of right tibia,,
RID48285,central region of intercondylar eminence of left tibia,,
RID48286,zone of intercondylar tubercle of tibia,,
RID48287,anterior zone of medial intercondylar tubercle of tibia,,
RID48288,anterior zone of medial intercondylar tubercle of right tibia,,
RID48289,anterior zone of medial intercondylar tubercle of left tibia,,
RID48290,posterior zone of medial intercondylar tubercle of tibia,,
RID48291,posterior zone of medial intercondylar tubercle of right tibia,,
RID48292,posterior zone of medial intercondylar tubercle of left tibia,,
RID48293,anterior zone of lateral intercondylar tubercle of tibia,,
RID48294,anterior zone of lateral intercondylar tubercle of right tibia,,
RID48295,anterior zone of lateral intercondylar tubercle of left tibia,,
RID48296,posterior zone of lateral intercondylar tubercle of tibia,,
RID48297,posterior zone of lateral intercondylar tubercle of right tibia,,
RID48298,posterior zone of lateral intercondylar tubercle of left tibia,,
RID48301,area of insertion of posterior cruciate ligament,,
RID48302,area of insertion of right posterior cruciate ligament,,
RID48303,area of insertion of left posterior cruciate ligament,,
RID48306,tibial plateau,,
RID48307,right tibial plateau,,
RID48308,left tibial plateau,,
RID48309,facet region of condyle of tibia,,
RID48310,facet region of medial condyle of tibia,,
RID48311,facet region of medial condyle of right tibia,,
RID48312,facet region of medial condyle of left tibia,,
RID48313,facet region of lateral condyle of tibia,,
RID48314,facet region of lateral condyle of right tibia,,
RID48315,facet region of lateral condyle of left tibia,,
RID48316,zone of diaphysis of tibia,,
RID48317,area of insertion of pes anserinus,,
RID48318,area of insertion of right pes anserinus,,
RID48319,area of insertion of left pes anserinus,,
RID48320,anterior zone of diaphysis of tibia,,
RID48321,anterior zone of diaphysis of right tibia,,
RID48322,anterior zone of diaphysis of left tibia,,
RID48323,posterior zone of diaphysis of tibia,,
RID48324,posterior zone of diaphysis of right tibia,,
RID48325,posterior zone of diaphysis of left tibia,,
RID48326,area of origin of tibialis anterior,,
RID48327,area of origin of right tibialis anterior,,
RID48328,area of origin of left tibialis anterior,,
RID48530,right patella,,
RID48531,left patella,,
RID49026,right femur,,
RID49027,left femur,,
RID49111,zone of medial meniscus,,
RID49128,zone of short bone,,
RID49129,zone of patella,,
RID49130,apex of patella,,
RID49131,apex of right patella,,
RID49132,apex of left patella,,
RID49133,non-articular part of patella,,
RID49134,non-articular part of right patella,,
RID49135,non-articular part of left patella,,
RID49136,base of patella,,
RID49137,base of right patella,,
RID49138,base of left patella,,
RID49139,patella proper,,
RID49140,right patella proper,,
RID49141,left patella proper,,
RID49142,medial border region of patella,,
RID49143,medial border region of right patella,,
RID49144,medial border region of left patella,,
RID49145,lateral border region of patella,,
RID49146,lateral border region of right patella,,
RID49147,lateral border region of left patella,,
RID49148,superior border region of patella,,
RID49149,superior border region of right patella,,
RID49150,superior border region of left patella,,
RID49151,anterior part of patella,,
RID49152,anterior part of right patella,,
RID49153,anterior part of left patella,,
RID49154,posterior part of patella,,
RID49155,posterior part of right patella,,
RID49156,posterior part of left patella,,
RID49157,zone of base of patella,,
RID49158,anterior zone of base of patella,,
RID49159,anterior zone of base of right patella,,
RID49160,anterior zone of base of left patella,,
RID49161,articular part of patella,,
RID49162,articular part of right patella,,
RID49163,articular part of left patella,,
RID49164,subdivision of anterior zone of base of patella,,
RID49165,area of insertion of common quadriceps tendon,,
RID49166,area of insertion of right common quadriceps tendon,,
RID49167,area of insertion of left common quadriceps tendon,,
RID49168,area of insertion of rectus femoris,,
RID49169,area of insertion of right rectus femoris,,
RID49170,area of insertion of left rectus femoris,,
RID49171,area of insertion of vastus intermedius,,
RID49172,area of insertion of right vastus intermedius,,
RID49173,area of insertion of left vastus intermedius,,
RID49174,superior region of anterior zone of base of patella,,
RID49175,superior region of anterior zone of base of right patella,,
