Class ID,Preferred Label,Synonyms,Definitions
RID23759,s1 root of posterior division of left sacral plexus,,
RID23760,s1 root of posterior femoral cutaneous nerve,,
RID23761,s1 root of right posterior femoral cutaneous nerve,,
RID23762,s1 root of left posterior femoral cutaneous nerve,,
RID23763,branch of anterior ramus of second sacral nerve,,
RID23764,s2 root of anterior division of sacral plexus,,
RID23765,s2 root of anterior division of right sacral plexus,,
RID23766,s2 root of anterior division of left sacral plexus,,
RID23767,s2 root of posterior division of sacral plexus,,
RID23768,s2 root of posterior division of right sacral plexus,,
RID23769,s2 root of posterior division of left sacral plexus,,
RID23770,s2 root of posterior femoral cutaneous nerve,,
RID23771,s2 root of right posterior femoral cutaneous nerve,,
RID23772,s2 root of left posterior femoral cutaneous nerve,,
RID23773,s2 root of perforating cutaneous nerve,,
RID23774,s2 root of right perforating cutaneous nerve,,
RID23775,s2 root of left perforating cutaneous nerve,,
RID23776,s2 root of pudendal nerve,,
RID23777,s2 root of right pudendal nerve,,
RID23778,s2 root of left pudendal nerve,,
RID23779,visceral branch of anterior ramus of second sacral nerve,,
RID23780,visceral branch of anterior ramus of right second sacral nerve,,
RID23781,visceral branch of anterior ramus of left second sacral nerve,,
RID23782,branch of anterior ramus of third sacral nerve,,
RID23783,s3 root of posterior femoral cutaneous nerve,,
RID23784,s3 root of right posterior femoral cutaneous nerve,,
RID23785,s3 root of left posterior femoral cutaneous nerve,,
RID23786,s3 root of perforating cutaneous nerve,,
RID23787,s3 root of right perforating cutaneous nerve,,
RID23788,s3 root of left perforating cutaneous nerve,,
RID23789,s3 root of pudendal nerve,,
RID23790,s3 root of right pudendal nerve,,
RID23791,s3 root of left pudendal nerve,,
RID23792,visceral branch of anterior ramus of third sacral nerve,,
RID23793,visceral branch of anterior ramus of right third sacral nerve,,
RID23794,visceral branch of anterior ramus of left third sacral nerve,,
RID23795,branch of anterior ramus of fourth sacral nerve,,
RID23796,s4 root of pudendal nerve,,
RID23797,s4 root of right pudendal nerve,,
RID23798,s4 root of left pudendal nerve,,
RID23799,visceral branch of anterior ramus of fourth sacral nerve,,
RID23800,visceral branch of anterior ramus of right fourth sacral nerve,,
RID23801,visceral branch of anterior ramus of left fourth sacral nerve,,
RID23802,communicating branch between S4 and S5 anterior rami,,
RID23803,communicating branch between right S4 and S5 anterior rami,,
RID23804,communicating branch between left S4 and S5 anterior rami,,
RID23805,branch of anterior ramus of fifth sacral nerve,,
RID23806,white communicating ramus,,
RID23807,white communicating ramus of thoracic anterior ramus,,
RID23808,white communicating ramus of lumbar anterior ramus,,
RID23809,white communicating ramus of first lumbar anterior ramus,,
RID23810,white communicating ramus of right first lumbar anterior ramus,,
RID23811,white communicating ramus of left first lumbar anterior ramus,,
RID23812,white communicating ramus of second lumbar anterior ramus,,
RID23813,white communicating ramus of right second lumbar anterior ramus,,
RID23814,white communicating ramus of left second lumbar anterior ramus,,
RID23815,white communicating ramus of third lumbar anterior ramus,,
RID23816,white communicating ramus of right third lumbar anterior ramus,,
RID23817,white communicating ramus of left third lumbar anterior ramus,,
RID23818,gray communicating ramus,,
RID23819,gray communicating ramus of thoracic nerve,,
RID23820,gray communicating ramus of intercostal nerve,,
RID23821,gray communicating ramus of first intercostal nerve,,
RID23822,gray communicating ramus of right first intercostal nerve,,
RID23823,gray communicating ramus of left first intercostal nerve,,
RID23824,gray communicating ramus of second intercostal nerve,,
RID23825,gray communicating ramus of right second intercostal nerve,,
RID23826,gray communicating ramus of left second intercostal nerve,,
RID23827,gray communicating ramus of third intercostal nerve,,
RID23828,gray communicating ramus of right third intercostal nerve,,
RID23829,gray communicating ramus of left third intercostal nerve,,
RID23830,gray communicating ramus of fourth intercostal nerve,,
RID23831,gray communicating ramus of right fourth intercostal nerve,,
RID23832,gray communicating ramus of left fourth intercostal nerve,,
RID23833,gray communicating ramus of fifth intercostal nerve,,
RID23834,gray communicating ramus of right fifth intercostal nerve,,
RID23835,gray communicating ramus of left fifth intercostal nerve,,
RID23836,gray communicating ramus of sixth intercostal nerve,,
RID23837,gray communicating ramus of right sixth intercostal nerve,,
RID23838,gray communicating ramus of left sixth intercostal nerve,,
RID23839,gray communicating ramus of seventh intercostal nerve,,
RID23840,gray communicating ramus of right seventh intercostal nerve,,
RID23841,gray communicating ramus of left seventh intercostal nerve,,
RID23842,gray communicating ramus of eighth intercostal nerve,,
RID23843,gray communicating ramus of right eighth intercostal nerve,,
RID23844,gray communicating ramus of left eighth intercostal nerve,,
RID23845,gray communicating ramus of ninth intercostal nerve,,
RID23846,gray communicating ramus of right ninth intercostal nerve,,
RID23847,gray communicating ramus of left ninth intercostal nerve,,
RID23848,gray communicating ramus of tenth intercostal nerve,,
RID23849,gray communicating ramus of right tenth intercostal nerve,,
RID23850,gray communicating ramus of left tenth intercostal nerve,,
RID23851,gray communicating ramus of eleventh intercostal nerve,,
RID23852,gray communicating ramus of right eleventh intercostal nerve,,
RID23853,gray communicating ramus of left eleventh intercostal nerve,,
RID23854,gray communicating ramus of subcostal nerve,,
RID23855,gray communicating ramus of right subcostal nerve,,
RID23856,gray communicating ramus of left subcostal nerve,,
RID23857,gray communicating ramus of lumbar nerve,,
RID23858,gray communicating ramus of first lumbar nerve,,
RID23859,gray communicating ramus of right first lumbar nerve,,
RID23860,gray communicating ramus of left first lumbar nerve,,
RID23861,gray communicating ramus of second lumbar nerve,,
RID23862,gray communicating ramus of right second lumbar nerve,,
RID23863,gray communicating ramus of left second lumbar nerve,,
RID23864,gray communicating ramus of third lumbar nerve,,
RID23865,gray communicating ramus of right third lumbar nerve,,
RID23866,gray communicating ramus of left third lumbar nerve,,
RID23867,gray communicating ramus of fourth lumbar nerve,,
RID23868,gray communicating ramus of right fourth lumbar nerve,,
RID23869,gray communicating ramus of left fourth lumbar nerve,,
RID23870,gray communicating ramus of fifth lumbar nerve,,
RID23871,gray communicating ramus of right fifth lumbar nerve,,
RID23872,gray communicating ramus of left fifth lumbar nerve,,
RID23873,gray communicating ramus of sacral nerve,,
RID23874,gray communicating ramus of first sacral nerve,,
RID23875,gray communicating ramus of right first sacral nerve,,
RID23876,gray communicating ramus of left first sacral nerve,,
RID23877,gray communicating ramus of second sacral nerve,,
RID23878,gray communicating ramus of right second sacral nerve,,
RID23879,gray communicating ramus of left second sacral nerve,,
RID23880,gray communicating ramus of third sacral nerve,,
RID23881,gray communicating ramus of right third sacral nerve,,
RID23882,gray communicating ramus of left third sacral nerve,,
RID23883,gray communicating ramus of fourth sacral nerve,,
RID23884,gray communicating ramus of right fourth sacral nerve,,
RID23885,gray communicating ramus of left fourth sacral nerve,,
RID23886,gray communicating ramus of fifth sacral nerve,,
RID23887,gray communicating ramus of right fifth sacral nerve,,
RID23888,gray communicating ramus of left fifth sacral nerve,,
RID23889,visceral branch of spinal nerve,,
RID23890,branch of posterior ramus of spinal nerve,,
RID23891,branch of posterior ramus of cervical nerve,,
RID23892,medial branch of posterior ramus of cervical nerve,,
RID23893,lateral branch of posterior ramus of cervical nerve,,
RID23894,posterior cutaneous branch of posterior ramus of cervical nerve,,
RID23895,branch of suboccipital nerve,,
RID23896,muscular branch of suboccipital nerve,,
RID23897,nerve to rectus capitis posterior major,,
RID23898,nerve to right rectus capitis posterior major,,
RID23899,nerve to left rectus capitis posterior major,,
RID23900,nerve to rectus capitis posterior minor,,
RID23901,nerve to right rectus capitis posterior minor,,
RID23902,nerve to left rectus capitis posterior minor,,
RID23903,nerve to superior oblique,,
RID23904,nerve to right superior oblique,,
RID23905,nerve to left superior oblique,,
RID23906,c1 branch to semispinalis capitis,,
RID23907,c1 branch to right semispinalis capitis,,
RID23908,c1 branch to left semispinalis capitis,,
RID23909,c1 branch to splenius capitis,,
RID23910,c1 branch to right splenius capitis,,
RID23911,c1 branch to left splenius capitis,,
RID23912,nerve to obliquus capitis superior,,
RID23913,nerve to right obliquus capitis superior,,
RID23914,nerve to left obliquus capitis superior,,
RID23915,nerve to obliquus capitis inferior,,
RID23916,nerve to right obliquus capitis inferior,,
RID23917,nerve to left obliquus capitis inferior,,
RID23918,communicating branch of posterior ramus of cervical nerve,,
RID23919,communicating branch between c1 and c2 posterior rami,,
RID23920,communicating branch between right c1 and c2 posterior rami,,
RID23921,communicating branch between left c1 and c2 posterior rami,,
RID23922,communicating branch between c2 and c3 posterior rami,,
RID23923,communicating branch between right c2 and c3 posterior rami,,
RID23924,communicating branch between left c2 and c3 posterior rami,,
RID23925,branch of posterior ramus of second cervical nerve,,
RID23926,greater occipital nerve,,
RID23927,right greater occipital nerve,,
RID23928,left greater occipital nerve,,
RID23929,lateral branch of posterior ramus of second cervical nerve,,
RID23930,lateral branch of posterior ramus of right second cervical nerve,,
RID23931,lateral branch of posterior ramus of left second cervical nerve,,
RID23932,branch of posterior ramus of third cervical nerve,,
RID23933,medial branch of posterior ramus of third cervical nerve,,
RID23934,medial branch of posterior ramus of right third cervical nerve,,
RID23935,medial branch of posterior ramus of left third cervical nerve,,
RID23936,lateral branch of posterior ramus of third cervical nerve,,
RID23937,lateral branch of posterior ramus of right third cervical nerve,,
RID23938,lateral branch of posterior ramus of left third cervical nerve,,
RID23939,third occipital nerve,,
RID23940,right third occipital nerve,,
RID23941,left third occipital nerve,,
RID23942,branch of posterior ramus of fourth cervical nerve,,
RID23943,medial branch of posterior ramus of fourth cervical nerve,,
RID23944,medial branch of posterior ramus of right fourth cervical nerve,,
RID23945,medial branch of posterior ramus of left fourth cervical nerve,,
RID23946,lateral branch of posterior ramus of fourth cervical nerve,,
RID23947,lateral branch of posterior ramus of right fourth cervical nerve,,
RID23948,lateral branch of posterior ramus of left fourth cervical nerve,,
RID23949,branch of posterior ramus of fifth cervical nerve,,
RID23950,medial branch of posterior ramus of fifth cervical nerve,,
RID23951,medial branch of posterior ramus of right fifth cervical nerve,,
RID23952,medial branch of posterior ramus of left fifth cervical nerve,,
RID23953,lateral branch of posterior ramus of fifth cervical nerve,,
RID23954,lateral branch of posterior ramus of right fifth cervical nerve,,
RID23955,lateral branch of posterior ramus of left fifth cervical nerve,,
RID23956,branch of posterior ramus of sixth cervical nerve,,
RID23957,medial branch of posterior ramus of sixth cervical nerve,,
RID23958,medial branch of posterior ramus of right sixth cervical nerve,,
RID23959,medial branch of posterior ramus of left sixth cervical nerve,,
RID23960,lateral branch of posterior ramus of sixth cervical nerve,,
RID23961,lateral branch of posterior ramus of right sixth cervical nerve,,
RID23962,lateral branch of posterior ramus of left sixth cervical nerve,,
RID23963,branch of posterior ramus of seventh cervical nerve,,
RID23964,medial branch of posterior ramus of seventh cervical nerve,,
RID23965,medial branch of posterior ramus of right seventh cervical nerve,,
RID23966,medial branch of posterior ramus of left seventh cervical nerve,,
RID23967,lateral branch of posterior ramus of seventh cervical nerve,,
RID23968,lateral branch of posterior ramus of right seventh cervical nerve,,
RID23969,lateral branch of posterior ramus of left seventh cervical nerve,,
RID23970,branch of posterior ramus of eighth cervical nerve,,
RID23971,medial branch of posterior ramus of eighth cervical nerve,,
RID23972,medial branch of posterior ramus of right eighth cervical nerve,,
RID23973,medial branch of posterior ramus of left eighth cervical nerve,,
RID23974,lateral branch of posterior ramus of eighth cervical nerve,,
RID23975,lateral branch of posterior ramus of right eighth cervical nerve,,
RID23976,lateral branch of posterior ramus of left eighth cervical nerve,,
RID23977,branch of posterior ramus of thoracic nerve,,
RID23978,medial branch of posterior ramus of thoracic nerve,,
RID23979,medial branch of posterior ramus of first thoracic nerve,,
RID23980,medial branch of posterior ramus of right first thoracic nerve,,
RID23981,medial branch of posterior ramus of left first thoracic nerve,,
RID23982,medial branch of posterior ramus of second thoracic nerve,,
RID23983,medial branch of posterior ramus of right second thoracic nerve,,
RID23984,medial branch of posterior ramus of left second thoracic nerve,,
RID23985,medial branch of posterior ramus of third thoracic nerve,,
RID23986,medial branch of posterior ramus of right third thoracic nerve,,
RID23987,medial branch of posterior ramus of left third thoracic nerve,,
RID23988,medial branch of posterior ramus of fourth thoracic nerve,,
RID23989,medial branch of posterior ramus of right fourth thoracic nerve,,
RID23990,medial branch of posterior ramus of left fourth thoracic nerve,,
RID23991,medial branch of posterior ramus of fifth thoracic nerve,,
RID23992,medial branch of posterior ramus of right fifth thoracic nerve,,
RID23993,medial branch of posterior ramus of left fifth thoracic nerve,,
RID23994,medial branch of posterior ramus of sixth thoracic nerve,,
RID23995,medial branch of posterior ramus of right sixth thoracic nerve,,
RID23996,medial branch of posterior ramus of left sixth thoracic nerve,,
RID23997,medial branch of posterior ramus of seventh thoracic nerve,,
RID23998,medial branch of posterior ramus of right seventh thoracic nerve,,
RID23999,medial branch of posterior ramus of left seventh thoracic nerve,,
RID24000,medial branch of posterior ramus of eighth thoracic nerve,,
RID24001,medial branch of posterior ramus of right eighth thoracic nerve,,
RID24002,medial branch of posterior ramus of left eighth thoracic nerve,,
RID24003,medial branch of posterior ramus of ninth thoracic nerve,,
RID24004,medial branch of posterior ramus of right ninth thoracic nerve,,
RID24005,medial branch of posterior ramus of left ninth thoracic nerve,,
RID24006,medial branch of posterior ramus of tenth thoracic nerve,,
RID24007,medial branch of posterior ramus of right tenth thoracic nerve,,
RID24008,medial branch of posterior ramus of left tenth thoracic nerve,,
RID24009,medial branch of posterior ramus of eleventh thoracic nerve,,
RID24010,medial branch of posterior ramus of right eleventh thoracic nerve,,
RID24011,medial branch of posterior ramus of left eleventh thoracic nerve,,
RID24012,medial branch of posterior ramus of twelfth thoracic nerve,,
RID24013,medial branch of posterior ramus of right twelfth thoracic nerve,,
RID24014,medial branch of posterior ramus of left twelfth thoracic nerve,,
RID24015,lateral branch of posterior ramus of thoracic nerve,,
RID24016,lateral branch of posterior ramus of first thoracic nerve,,
RID24017,lateral branch of posterior ramus of right first thoracic nerve,,
RID24018,lateral branch of posterior ramus of left first thoracic nerve,,
RID24019,lateral branch of posterior ramus of second thoracic nerve,,
RID24020,lateral branch of posterior ramus of right second thoracic nerve,,
RID24021,lateral branch of posterior ramus of left second thoracic nerve,,
RID24022,lateral branch of posterior ramus of third thoracic nerve,,
RID24023,lateral branch of posterior ramus of right third thoracic nerve,,
RID24024,lateral branch of posterior ramus of left third thoracic nerve,,
RID24025,lateral branch of posterior ramus of fourth thoracic nerve,,
RID24026,lateral branch of posterior ramus of right fourth thoracic nerve,,
RID24027,lateral branch of posterior ramus of left fourth thoracic nerve,,
RID24028,lateral branch of posterior ramus of fifth thoracic nerve,,
RID24029,lateral branch of posterior ramus of right fifth thoracic nerve,,
RID24030,lateral branch of posterior ramus of left fifth thoracic nerve,,
RID24031,lateral branch of posterior ramus of sixth thoracic nerve,,
RID24032,lateral branch of posterior ramus of right sixth thoracic nerve,,
RID24033,lateral branch of posterior ramus of left sixth thoracic nerve,,
RID24034,lateral branch of posterior ramus of seventh thoracic nerve,,
RID24035,lateral branch of posterior ramus of right seventh thoracic nerve,,
RID24036,lateral branch of posterior ramus of left seventh thoracic nerve,,
RID24037,lateral branch of posterior ramus of eighth thoracic nerve,,
RID24038,lateral branch of posterior ramus of right eighth thoracic nerve,,
RID24039,lateral branch of posterior ramus of left eighth thoracic nerve,,
RID24040,lateral branch of posterior ramus of ninth thoracic nerve,,
RID24041,lateral branch of posterior ramus of right ninth thoracic nerve,,
RID24042,lateral branch of posterior ramus of left ninth thoracic nerve,,
RID24043,lateral branch of posterior ramus of tenth thoracic nerve,,
RID24044,lateral branch of posterior ramus of right tenth thoracic nerve,,
RID24045,lateral branch of posterior ramus of left tenth thoracic nerve,,
RID24046,lateral branch of posterior ramus of eleventh thoracic nerve,,
RID24047,lateral branch of posterior ramus of right eleventh thoracic nerve,,
RID24048,lateral branch of posterior ramus of left eleventh thoracic nerve,,
RID24049,lateral branch of posterior ramus of twelfth thoracic nerve,,
RID24050,lateral branch of posterior ramus of right twelfth thoracic nerve,,
RID24051,lateral branch of posterior ramus of left twelfth thoracic nerve,,
RID24052,articular branch of posterior ramus of thoracic nerve,,
RID24053,articular branch of posterior ramus of first thoracic nerve,,
RID24054,articular branch of right first thoracic posterior ramus,,
RID24055,articular branch of left first thoracic posterior ramus,,
RID24056,articular branch of posterior ramus of second thoracic nerve,,
RID24057,articular branch of posterior ramus of right second thoracic nerve,,
RID24058,articular branch of posterior ramus of left second thoracic nerve,,
RID24059,articular branch of posterior ramus of third thoracic nerve,,
RID24060,articular branch of posterior ramus of right third thoracic nerve,,
RID24061,articular branch of posterior ramus of left third thoracic nerve,,
RID24062,articular branch of posterior ramus of fourth thoracic nerve,,
RID24063,articular branch of posterior ramus of right fourth thoracic nerve,,
RID24064,articular branch of posterior ramus of left fourth thoracic nerve,,
RID24065,articular branch of posterior ramus of fifth thoracic nerve,,
RID24066,articular branch of posterior ramus of right fifth thoracic nerve,,
RID24067,articular branch of posterior ramus of left fifth thoracic nerve,,
RID24068,articular branch of posterior ramus of sixth thoracic nerve,,
RID24069,articular branch of posterior ramus of right sixth thoracic nerve,,
RID24070,articular branch of posterior ramus of left sixth thoracic nerve,,
RID24071,articular branch of posterior ramus of seventh thoracic nerve,,
RID24072,articular branch of posterior ramus of right seventh thoracic nerve,,
RID24073,articular branch of posterior ramus of left seventh thoracic nerve,,
RID24074,articular branch of posterior ramus of eighth thoracic nerve,,
RID24075,articular branch of posterior ramus of right eighth thoracic nerve,,
RID24076,articular branch of posterior ramus of left eighth thoracic nerve,,
RID24077,articular branch of posterior ramus of ninth thoracic nerve,,
RID24078,articular branch of posterior ramus of right ninth thoracic nerve,,
RID24079,articular branch of posterior ramus of left ninth thoracic nerve,,
RID24080,articular branch of posterior ramus of tenth thoracic nerve,,
RID24081,articular branch of posterior ramus of right tenth thoracic nerve,,
RID24082,articular branch of posterior ramus of left tenth thoracic nerve,,
RID24083,articular branch of posterior ramus of eleventh thoracic nerve,,
RID24084,articular branch of posterior ramus of right eleventh thoracic nerve,,
RID24085,articular branch of posterior ramus of left eleventh thoracic nerve,,
RID24086,articular branch of posterior ramus of twelfth thoracic nerve,,
RID24087,articular branch of posterior ramus of right twelfth thoracic nerve,,
RID24088,articular branch of posterior ramus of left twelfth thoracic nerve,,
RID24089,branch of posterior ramus of lumbar nerve,,
RID24090,medial branch of posterior ramus of lumbar nerve,,
RID24091,medial branch of posterior ramus of first lumbar nerve,,
RID24092,medial branch of posterior ramus of right first lumbar nerve,,
RID24093,medial branch of posterior ramus of left first lumbar nerve,,
RID24094,medial branch of posterior ramus of second lumbar nerve,,
RID24095,medial branch of posterior ramus of right second lumbar nerve,,
RID24096,medial branch of posterior ramus of left second lumbar nerve,,
RID24097,medial branch of posterior ramus of third lumbar nerve,,
RID24098,medial branch of posterior ramus of right third lumbar nerve,,
RID24099,medial branch of posterior ramus of left third lumbar nerve,,
RID24100,medial branch of posterior ramus of fourth lumbar nerve,,
RID24101,medial branch of posterior ramus of right fourth lumbar nerve,,
RID24102,medial branch of posterior ramus of left fourth lumbar nerve,,
RID24103,medial branch of posterior ramus of fifth lumbar nerve,,
RID24104,medial branch of posterior ramus of right fifth lumbar nerve,,
RID24105,medial branch of posterior ramus of left fifth lumbar nerve,,
RID24106,lateral branch of posterior ramus of lumbar nerve,,
RID24107,lateral branch of posterior ramus of first lumbar nerve,,
RID24108,lateral branch of posterior ramus of right first lumbar nerve,,
RID24109,lateral branch of posterior ramus of left first lumbar nerve,,
RID24110,lateral branch of posterior ramus of second lumbar nerve,,
RID24111,lateral branch of posterior ramus of right second lumbar nerve,,
RID24112,lateral branch of posterior ramus of left second lumbar nerve,,
RID24113,lateral branch of posterior ramus of third lumbar nerve,,
RID24114,lateral branch of posterior ramus of right third lumbar nerve,,
RID24115,lateral branch of posterior ramus of left third lumbar nerve,,
RID24116,lateral branch of posterior ramus of fourth lumbar nerve,,
RID24117,lateral branch of posterior ramus of right fourth lumbar nerve,,
RID24118,lateral branch of posterior ramus of left fourth lumbar nerve,,
RID24119,lateral branch of posterior ramus of fifth lumbar nerve,,
RID24120,lateral branch of posterior ramus of right fifth lumbar nerve,,
RID24121,lateral branch of posterior ramus of left fifth lumbar nerve,,
RID24122,cutaneous branch of posterior ramus of lumbar nerve,,
RID24123,cutaneous branch of posterior ramus of first lumbar nerve,,
RID24124,cutaneous branch of posterior ramus of right first lumbar nerve,,
RID24125,cutaneous branch of posterior ramus of left first lumbar nerve,,
RID24126,cutaneous branch of posterior ramus of second lumbar nerve,,
RID24127,cutaneous branch of posterior ramus of right second lumbar nerve,,
RID24128,cutaneous branch of posterior ramus of left second lumbar nerve,,
RID24129,cutaneous branch of posterior ramus of third lumbar nerve,,
RID24130,cutaneous branch of posterior ramus of right third lumbar nerve,,
RID24131,cutaneous branch of posterior ramus of left third lumbar nerve,,
RID24132,posterior cutaneous branch of posterior ramus of lumbar nerve,,
RID24133,branch of posterior ramus of sacral nerve,,
RID24134,medial branch of posterior ramus of sacral nerve,,
RID24135,medial branch of posterior ramus of first sacral nerve,,
RID24136,medial branch of posterior ramus of right first sacral nerve,,
RID24137,medial branch of posterior ramus of left first sacral nerve,,
RID24138,s1 branch to multifidus,,
RID24139,s1 branch to right multifidus,,
RID24140,s1 branch to left multifidus,,
RID24141,medial branch of posterior ramus of second sacral nerve,,
RID24142,medial branch of posterior ramus of right second sacral nerve,,
RID24143,medial branch of posterior ramus of left second sacral nerve,,
RID24144,s2 branch to multifidus,,
RID24145,s2 branch to right multifidus,,
RID24146,s2 branch to left multifidus,,
RID24147,medial branch of posterior ramus of third sacral nerve,,
RID24148,medial branch of posterior ramus of right third sacral nerve,,
RID24149,medial branch of posterior ramus of left third sacral nerve,,
RID24150,s3 branch to multifidus,,
RID24151,s3 branch to right multifidus,,
RID24152,s3 branch to left multifidus,,
RID24153,lateral branch of posterior ramus of sacral nerve,,
RID24154,lateral branch of posterior ramus of first sacral nerve,,
RID24155,lateral branch of posterior ramus of right first sacral nerve,,
RID24156,lateral branch of posterior ramus of left first sacral nerve,,
RID24157,lateral branch of posterior ramus of second sacral nerve,,
RID24158,lateral branch of posterior ramus of right second sacral nerve,,
RID24159,lateral branch of posterior ramus of left second sacral nerve,,
RID24160,lateral branch of posterior ramus of third sacral nerve,,
RID24161,lateral branch of posterior ramus of right third sacral nerve,,
RID24162,lateral branch of posterior ramus of left third sacral nerve,,
RID24163,muscular branch of posterior ramus of sacral nerve,,
RID24164,s4 branch to multifidus,,
RID24165,s4 branch to right multifidus,,
RID24166,s4 branch to left multifidus,,
RID24167,s5 branch to multifidus,,
RID24168,s5 branch to right multifidus,,
RID24169,s5 branch to left multifidus,,
RID24171,branch of medial branch of posterior ramus of spinal nerve,,
RID24172,cutaneous branch of medial branch of posterior ramus of spinal nerve,,
RID24173,cutaneous branch of medial branch of posterior ramus of cervical nerve,,
RID24174,cutaneous branch of greater occipital nerve,,
RID24175,cutaneous branch of right greater occipital nerve,,
RID24176,cutaneous branch of left greater occipital nerve,,
RID24177,cutaneous branch of medial branch of posterior ramus of third cervical nerve,,
RID24178,cutaneous branch of medial branch of posterior ramus of right third cervical nerve,,
RID24179,cutaneous branch of medial branch of posterior ramus of left third cervical nerve,,
RID24180,cutaneous branch of medial branch of posterior ramus of fourth cervical nerve,,
RID24181,cutaneous branch of medial branch of posterior ramus of right fourth cervical nerve,,
RID24182,cutaneous branch of medial branch of posterior ramus of left fourth cervical nerve,,
RID24183,cutaneous branch of medial branch of posterior ramus of fifth cervical nerve,,
RID24184,cutaneous branch of medial branch of posterior ramus of right fifth cervical nerve,,
RID24185,cutaneous branch of medial branch of posterior ramus of left fifth cervical nerve,,
RID24186,cutaneous branch of medial branch of posterior ramus of thoracic nerve,,
RID24187,medial cutaneous branch of medial branch of posterior ramus of thoracic nerve,,
RID24188,medial cutaneous branch of medial branch of posterior ramus of first thoracic nerve,,
RID24189,medial cutaneous branch of medial branch of posterior ramus of right first thoracic nerve,,
RID24190,medial cutaneous branch of medial branch of posterior ramus of left first thoracic nerve,,
RID24191,medial cutaneous branch of medial branch of posterior ramus of second thoracic nerve,,
RID24192,medial cutaneous branch of medial branch of posterior ramus of right second thoracic nerve,,
RID24193,medial cutaneous branch of medial branch of posterior ramus of left second thoracic nerve,,
RID24194,medial cutaneous branch of medial branch of posterior ramus of third thoracic nerve,,
RID24195,medial cutaneous branch of medial branch of posterior ramus of right third thoracic nerve,,
RID24196,medial cutaneous branch of medial branch of posterior ramus of left third thoracic nerve,,
RID24197,medial cutaneous branch of medial branch of posterior ramus of fourth thoracic nerve,,
RID24198,medial cutaneous branch of medial branch of posterior ramus of right fourth thoracic nerve,,
RID24199,medial cutaneous branch of medial branch of posterior ramus of left fourth thoracic nerve,,
RID24200,medial cutaneous branch of medial branch of posterior ramus of fifth thoracic nerve,,
RID24201,medial cutaneous branch of medial branch of posterior ramus of right fifth thoracic nerve,,
RID24202,medial cutaneous branch of medial branch of posterior ramus of left fifth thoracic nerve,,
RID24203,medial cutaneous branch of medial branch of posterior ramus of sixth thoracic nerve,,
RID24204,medial cutaneous branch of medial branch of posterior ramus of right sixth thoracic nerve,,
RID24205,medial cutaneous branch of medial branch of posterior ramus of left sixth thoracic nerve,,
RID24206,medial cutaneous branch of medial branch of posterior ramus of seventh thoracic nerve,,
RID24207,medial cutaneous branch of medial branch of posterior ramus of right seventh thoracic nerve,,
RID24208,medial cutaneous branch of medial branch of posterior ramus of left seventh thoracic nerve,,
RID24209,medial cutaneous branch of medial branch of posterior ramus of eighth thoracic nerve,,
RID24210,medial cutaneous branch of medial branch of posterior ramus of right eighth thoracic nerve,,
RID24211,medial cutaneous branch of medial branch of posterior ramus of left eighth thoracic nerve,,
RID24212,medial cutaneous branch of medial branch of posterior ramus of ninth thoracic nerve,,
RID24213,medial cutaneous branch of medial branch of posterior ramus of right ninth thoracic nerve,,
RID24214,medial cutaneous branch of medial branch of posterior ramus of left ninth thoracic nerve,,
RID24215,medial cutaneous branch of medial branch of posterior ramus of tenth thoracic nerve,,
RID24216,medial cutaneous branch of medial branch of posterior ramus of right tenth thoracic nerve,,
RID24217,medial cutaneous branch of medial branch of posterior ramus of left tenth thoracic nerve,,
RID24218,medial cutaneous branch of medial branch of posterior ramus of eleventh thoracic nerve,,
RID24219,medial cutaneous branch of medial branch of posterior ramus of right eleventh thoracic nerve,,
RID24220,medial cutaneous branch of medial branch of posterior ramus of left eleventh thoracic nerve,,
RID24221,medial cutaneous branch of medial branch of posterior ramus of twelfth thoracic nerve,,
RID24222,medial cutaneous branch of medial branch of posterior ramus of right twelfth thoracic nerve,,
RID24223,medial cutaneous branch of medial branch of posterior ramus of left twelfth thoracic nerve,,
RID24224,lateral cutaneous branch of medial branch of posterior ramus of thoracic nerve,,
RID24225,lateral cutaneous branch of medial branch of posterior ramus of first thoracic nerve,,
RID24226,lateral cutaneous branch of medial branch of posterior ramus of right first thoracic nerve,,
RID24227,lateral cutaneous branch of medial branch of posterior ramus of left first thoracic nerve,,
RID24228,lateral cutaneous branch of medial branch of posterior ramus of second thoracic nerve,,
RID24229,lateral cutaneous branch of medial branch of posterior ramus of right second thoracic nerve,,
RID24230,lateral cutaneous branch of medial branch of posterior ramus of left second thoracic nerve,,
RID24231,lateral cutaneous branch of medial branch of posterior ramus of third thoracic nerve,,
RID24232,lateral cutaneous branch of medial branch of posterior ramus of right third thoracic nerve,,
RID24233,lateral cutaneous branch of medial branch of posterior ramus of left third thoracic nerve,,
RID24234,lateral cutaneous branch of medial branch of posterior ramus of fourth thoracic nerve,,
RID24235,lateral cutaneous branch of medial branch of posterior ramus of right fourth thoracic nerve,,
RID24236,lateral cutaneous branch of medial branch of posterior ramus of left fourth thoracic nerve,,
RID24237,lateral cutaneous branch of medial branch of posterior ramus of fifth thoracic nerve,,
RID24238,lateral cutaneous branch of medial branch of posterior ramus of right fifth thoracic nerve,,
RID24239,lateral cutaneous branch of medial branch of posterior ramus of left fifth thoracic nerve,,
